n_features,val_accuracy,val_precision,val_recall,val_f1,val_auroc,test_accuracy,test_precision,test_recall,test_f1,test_auroc,trial,ablation,bands,types
9,0.6723865304871162,0.3408996579410628,0.23916099363415466,0.28110819343227217,0.5913756434637933,0.6449855557021982,0.3256213992518635,0.33455834221698555,0.3300293804281148,0.5948355284907902,5,Drop Alpha,"delta,theta,beta","slope,intercept,midband"
9,0.7731769720645384,0.4378427974309308,0.2584488734835355,0.32503613783082197,0.7396288628136527,0.4830221753354006,0.2639621422168484,0.07386794544202924,0.11543282752081975,0.39316066357529245,6,Drop Alpha,"delta,theta,beta","slope,intercept,midband"
9,0.40101245433888455,0.25164552547840113,0.09388136764646095,0.13674667045663155,0.3820643318067687,0.7359750788986832,0.3291250522432156,0.3114192985327006,0.3200274665601637,0.6108512144744355,7,Drop Alpha,"delta,theta,beta","slope,intercept,midband"
9,0.6958404326432552,0.5351514579597999,0.22728001410731175,0.319056165362349,0.6867506308707537,0.5238502429917198,0.7272512072720386,0.2572385497781127,0.38004874005715206,0.6365259470016112,8,Drop Alpha,"delta,theta,beta","slope,intercept,midband"
9,0.758341745006709,0.5324433638744438,0.5548908283283284,0.5434353878262201,0.7427008230100056,0.7297753029994171,0.21557265060808584,0.4809309309309309,0.297702864100455,0.6703424924004473,9,Drop Alpha,"delta,theta,beta","slope,intercept,midband"
9,0.7672833122678003,0.1836369905273473,0.39081991271772293,0.24986728231212732,0.605028930348148,0.5939304919338777,0.04470973111028209,0.09057086385304035,0.059866664104978,0.27082998229101984,10,Drop Alpha,"delta,theta,beta","slope,intercept,midband"
9,0.5700417745714638,0.1394577288976254,0.6826634185952091,0.2316025813205507,0.6868389403547539,0.6609669227118892,0.3076134843594684,0.7446969696969697,0.4353825978966017,0.7727843046570395,1,Drop Beta,"delta,theta,alpha","slope,intercept,midband"
9,0.6604568079067844,0.26029411764705884,0.4445112868110462,0.3283279965016716,0.6178024188227965,0.7389426557305614,0.5577603527675539,0.38830709051297285,0.4578580550994344,0.7668216034603469,2,Drop Beta,"delta,theta,alpha","slope,intercept,midband"
9,0.7303815013372086,0.18031225510880705,0.42392290249433107,0.25300909283146544,0.6415083246096281,0.7400825819419556,0.5095143061440113,0.42841759543423247,0.4654600051672281,0.6754992031163342,3,Drop Beta,"delta,theta,alpha","slope,intercept,midband"
9,0.6554121075774619,0.428511466846996,0.29996082464130064,0.3528937324467702,0.6690588211399591,0.8041860346973507,0.21087191984836176,0.45302501454333916,0.28778640059127863,0.719312301049469,4,Drop Beta,"delta,theta,alpha","slope,intercept,midband"
