trial,paradigm,strategy,model,ma_window,threshold,accuracy,precision,recall,specificity,f1,auroc,brier_score,ece
2,wavelet,weighted_sampler,AdaptiveNN,20,0.5,0.6639537253744351,0.4235374121623014,0.5088383838383839,0.725446319033458,0.46228590065115444,0.6847905530183963,0.23111422908310705,0.20370462271581566
2,wavelet,weighted_sampler,LogisticRegression,3,0.34,0.284085717699482,0.28324235499887157,0.9942934244404833,0.00253707465967867,0.4408894304659026,0.6205811865888423,0.24344553726656118,0.21462747490051773
2,wavelet,weighted_sampler,RandomForest,20,0.52,0.5878613448035929,0.3141632125143852,0.3818577936224995,0.6695276231977937,0.34471853610839504,0.5582140609504406,0.25116310787956125,0.2242134445501845
2,wavelet,weighted_sampler,XGBoost,20,0.52,0.5923805708422066,0.33497070541363955,0.4423276886512181,0.651866246601694,0.3812353634661446,0.5823550910729475,0.25063595865698785,0.22516973906596777
3,wavelet,weighted_sampler,AdaptiveNN,20,0.54,0.7432303666410672,0.5225385785698761,0.32361492489097077,0.8938559362981001,0.3996941031736796,0.6371958029216551,0.22850644479901,0.2167682169197366
3,wavelet,weighted_sampler,LogisticRegression,19,0.5,0.6356605133164567,0.3032900553771697,0.29242269243884494,0.7588694974327258,0.2977572493067072,0.49561500080099996,0.24410517843194177,0.22121219000329284
3,wavelet,weighted_sampler,RandomForest,20,0.54,0.7140375079405713,0.2915062287655719,0.05774511387497981,0.949620868041463,0.09639510759251908,0.5638774577746338,0.23487855414445463,0.20488609452057543
3,wavelet,weighted_sampler,XGBoost,19,0.54,0.7291222231703501,0.4627351189695427,0.15828532457510006,0.9340303949801254,0.23588330870504223,0.5807535858194239,0.23110320984705282,0.20132815114410288
4,wavelet,weighted_sampler,AdaptiveNN,20,0.44,0.27126673270847623,0.10292429539629208,0.9519100252084546,0.2061404729435121,0.18576314158810647,0.760701358369167,0.21958733058107363,0.3882995870746416
4,wavelet,weighted_sampler,LogisticRegression,20,0.49,0.6630851685336179,0.14566304452351186,0.5874539460926895,0.6703218205263792,0.23344249662878058,0.6936137873649774,0.2337767614474258,0.39512387152373935
4,wavelet,weighted_sampler,RandomForest,20,0.46,0.3871404743156629,0.11310128594313924,0.8796053907310452,0.34001976009573903,0.20043080831791443,0.6915197983088879,0.22691509386909742,0.3911399630508652
4,wavelet,weighted_sampler,XGBoost,20,0.46,0.4331284343857688,0.12019862664628095,0.868940275353888,0.3914284786581689,0.21118455158113011,0.7100837295708424,0.2250789438281998,0.3906223820559465
